Downloading: "https://download.pytorch.org/models/resnet18-f37072fd.pth" to C:\cygwin64\home\×Ð×ÐÓã/.cache\torch\hub\checkpoints\resnet18-f37072fd.pth
Parameter Setting:  0
  0%|          | 0.00/44.7M [00:00<?, ?B/s]  2%|¨‡         | 840k/44.7M [00:00<00:05, 8.54MB/s]  9%|¨         | 4.17M/44.7M [00:00<00:01, 24.0MB/s] 17%|¨€¨ƒ        | 7.45M/44.7M [00:00<00:01, 28.4MB/s] 24%|¨€¨€¨…       | 10.8M/44.7M [00:00<00:01, 30.6MB/s] 32%|¨€¨€¨€¨‡      | 14.4M/44.7M [00:00<00:00, 33.0MB/s] 42%|¨€¨€¨€¨€¨‡     | 18.8M/44.7M [00:00<00:00, 37.4MB/s] 52%|¨€¨€¨€¨€¨€¨‡    | 23.3M/44.7M [00:00<00:00, 40.3MB/s] 62%|¨€¨€¨€¨€¨€¨€¨‡   | 27.7M/44.7M [00:00<00:00, 42.2MB/s] 71%|¨€¨€¨€¨€¨€¨€¨€   | 31.8M/44.7M [00:00<00:00, 41.6MB/s] 80%|¨€¨€¨€¨€¨€¨€¨€¨€  | 35.7M/44.7M [00:01<00:00, 40.2MB/s] 90%|¨€¨€¨€¨€¨€¨€¨€¨€¨ | 40.2M/44.7M [00:01<00:00, 42.0MB/s] 99%|¨€¨€¨€¨€¨€¨€¨€¨€¨€¨| 44.2M/44.7M [00:01<00:00, 22.2MB/s]100%|¨€¨€¨€¨€¨€¨€¨€¨€¨€¨€| 44.7M/44.7M [00:01<00:00, 30.2MB/s]Epoch  0 Loss:  16.56203705072403
Epoch  1 Loss:  16.26523670554161
Epoch  2 Loss:  15.865236788988113
Epoch  3 Loss:  15.86523687839508
Epoch  4 Loss:  15.865236520767212
Epoch  5 Loss:  15.865236669778824
Epoch  6 Loss:  16.265236914157867
Epoch  7 Loss:  16.66523677110672
Epoch  8 Loss:  16.665236830711365
Epoch  9 Loss:  15.86523711681366
Training time: 15.644888877868652
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  1
Epoch  0 Loss:  -9.359291777014732
Epoch  1 Loss:  -10.40000006556511
Epoch  2 Loss:  -9.600000113248825
Epoch  3 Loss:  -10.000000149011612
Epoch  4 Loss:  -10.00000012665987
Epoch  5 Loss:  -10.40000006556511
Epoch  6 Loss:  -10.000000178813934
Epoch  7 Loss:  -9.600000113248825
Epoch  8 Loss:  -9.60000016540289
Epoch  9 Loss:  -9.600000128149986
Training time: 12.258938789367676
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  2
Epoch  0 Loss:  16.238819360733032
Epoch  1 Loss:  16.265236914157867
Epoch  2 Loss:  16.66523665189743
Epoch  3 Loss:  16.665236592292786
Epoch  4 Loss:  16.66523665189743
Epoch  5 Loss:  16.265236794948578
Epoch  6 Loss:  16.26523643732071
Epoch  7 Loss:  16.665236830711365
Epoch  8 Loss:  16.665236830711365
Epoch  9 Loss:  16.265236735343933
Epoch  10 Loss:  15.865236759185791
Epoch  11 Loss:  16.26523670554161
Epoch  12 Loss:  16.265236616134644
Epoch  13 Loss:  16.66523712873459
Epoch  14 Loss:  16.265236496925354
Epoch  15 Loss:  16.665236711502075
Epoch  16 Loss:  16.265236854553223
Epoch  17 Loss:  16.265236735343933
Epoch  18 Loss:  15.865236580371857
Epoch  19 Loss:  16.26523643732071
Training time: 24.739588022232056
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  3
Epoch  0 Loss:  -10.905466064810753
Epoch  1 Loss:  -10.00000013411045
Epoch  2 Loss:  -10.000000052154064
Epoch  3 Loss:  -10.000000149011612
Epoch  4 Loss:  -10.400000095367432
Epoch  5 Loss:  -9.600000098347664
Epoch  6 Loss:  -9.600000128149986
Epoch  7 Loss:  -9.600000068545341
Epoch  8 Loss:  -9.60000017285347
Epoch  9 Loss:  -10.00000012665987
Epoch  10 Loss:  -10.000000208616257
Epoch  11 Loss:  -10.400000125169754
Epoch  12 Loss:  -10.000000163912773
Epoch  13 Loss:  -9.600000143051147
Epoch  14 Loss:  -9.600000157952309
Epoch  15 Loss:  -10.400000043213367
Epoch  16 Loss:  -10.000000074505806
Epoch  17 Loss:  -9.600000232458115
Epoch  18 Loss:  -10.000000074505806
Epoch  19 Loss:  -9.60000016540289
Training time: 24.89017963409424
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  4
Epoch  0 Loss:  16.508306324481964
Epoch  1 Loss:  16.665237069129944
Epoch  2 Loss:  16.665236800909042
Epoch  3 Loss:  16.26523694396019
Epoch  4 Loss:  16.265236914157867
Epoch  5 Loss:  16.26523667573929
Epoch  6 Loss:  16.265236973762512
Epoch  7 Loss:  16.265237271785736
Epoch  8 Loss:  16.665236830711365
Epoch  9 Loss:  16.66523677110672
Epoch  10 Loss:  16.265236526727676
Epoch  11 Loss:  16.265236794948578
Epoch  12 Loss:  16.26523694396019
Epoch  13 Loss:  15.865236401557922
Epoch  14 Loss:  15.865236788988113
Epoch  15 Loss:  16.665236830711365
Epoch  16 Loss:  16.26523667573929
Epoch  17 Loss:  16.26523631811142
Epoch  18 Loss:  16.265236496925354
Epoch  19 Loss:  15.865236759185791
Epoch  20 Loss:  16.665237069129944
Epoch  21 Loss:  16.66523689031601
Epoch  22 Loss:  15.86523687839508
Epoch  23 Loss:  16.26523655653
Epoch  24 Loss:  15.865236669778824
Epoch  25 Loss:  16.66523677110672
Epoch  26 Loss:  16.66523689031601
Epoch  27 Loss:  16.66523689031601
Epoch  28 Loss:  16.265236794948578
Epoch  29 Loss:  16.665236592292786
Training time: 37.63464570045471
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  5
Epoch  0 Loss:  -9.492437228560448
Epoch  1 Loss:  -9.600000157952309
Epoch  2 Loss:  -10.400000110268593
Epoch  3 Loss:  -10.000000089406967
Epoch  4 Loss:  -10.40000019967556
Epoch  5 Loss:  -9.600000202655792
Epoch  6 Loss:  -9.599999994039536
Epoch  7 Loss:  -10.000000178813934
Epoch  8 Loss:  -10.400000147521496
Epoch  9 Loss:  -10.000000193715096
Epoch  10 Loss:  -10.000000044703484
Epoch  11 Loss:  -10.400000140070915
Epoch  12 Loss:  -9.60000017285347
Epoch  13 Loss:  -9.600000157952309
Epoch  14 Loss:  -10.400000154972076
Epoch  15 Loss:  -9.60000017285347
Epoch  16 Loss:  -9.600000202655792
Epoch  17 Loss:  -10.400000095367432
Epoch  18 Loss:  -10.400000169873238
Epoch  19 Loss:  -9.600000195205212
Epoch  20 Loss:  -10.00000013411045
Epoch  21 Loss:  -10.00000013411045
Epoch  22 Loss:  -10.000000104308128
Epoch  23 Loss:  -9.600000113248825
Epoch  24 Loss:  -10.000000178813934
Epoch  25 Loss:  -9.60000018030405
Epoch  26 Loss:  -9.600000083446503
Epoch  27 Loss:  -9.600000143051147
Epoch  28 Loss:  -10.400000102818012
Epoch  29 Loss:  -10.000000074505806
Training time: 38.58734440803528
val acc:  tensor(0.5000, device='cuda:0')
Parameter Setting:  6
Epoch  0 Loss:  9.906258374452591
Epoch  1 Loss:  10.046567767858505
Epoch  2 Loss:  11.274479120969772
Epoch  3 Loss:  10.129723370075226
Epoch  4 Loss:  8.681421309709549
Epoch  5 Loss:  10.335718750953674
Epoch  6 Loss:  9.933183401823044
Epoch  7 Loss:  8.402258425951004
Epoch  8 Loss:  8.530503571033478
Epoch  9 Loss:  9.002842009067535
Training time: 13.01687479019165
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  7
Epoch  0 Loss:  -14.865587413311005
Epoch  1 Loss:  -13.388313800096512
Epoch  2 Loss:  -12.615491330623627
Epoch  3 Loss:  -12.429509669542313
Epoch  4 Loss:  -11.42582539347194
Epoch  5 Loss:  -11.839808523654938
Epoch  6 Loss:  -13.56070676445961
Epoch  7 Loss:  -10.584024515090277
Epoch  8 Loss:  -11.086951106786728
Epoch  9 Loss:  -11.234874039888382
Training time: 13.077868461608887
val acc:  tensor(0.8500, device='cuda:0')
Parameter Setting:  8
Epoch  0 Loss:  10.958677887916565
Epoch  1 Loss:  9.584439396858215
Epoch  2 Loss:  12.151613384485245
Epoch  3 Loss:  9.480565398931503
Epoch  4 Loss:  10.237294554710388
Epoch  5 Loss:  10.311696976423264
Epoch  6 Loss:  8.727163821458817
Epoch  7 Loss:  10.186875373125076
Epoch  8 Loss:  15.9739288687706
Epoch  9 Loss:  17.216392993927002
Epoch  10 Loss:  13.729806780815125
Epoch  11 Loss:  12.411311715841293
Epoch  12 Loss:  10.897136867046356
Epoch  13 Loss:  12.178923666477203
Epoch  14 Loss:  10.557479500770569
Epoch  15 Loss:  10.053468108177185
Epoch  16 Loss:  9.791637629270554
Epoch  17 Loss:  10.745039075613022
Epoch  18 Loss:  10.94746258854866
Epoch  19 Loss:  10.390795975923538
Training time: 26.4979145526886
val acc:  tensor(0.6500, device='cuda:0')
Parameter Setting:  9
Epoch  0 Loss:  -15.054189682006836
Epoch  1 Loss:  -15.840813249349594
Epoch  2 Loss:  -15.377191711682826
Epoch  3 Loss:  -15.512064754962921
Epoch  4 Loss:  -16.058894157409668
Epoch  5 Loss:  -15.400117874145508
Epoch  6 Loss:  -14.716690883214142
Epoch  7 Loss:  -15.450167685747147
Epoch  8 Loss:  -15.772953063249588
Epoch  9 Loss:  -13.49770799279213
Epoch  10 Loss:  -15.746395915746689
Epoch  11 Loss:  -15.650881290435791
Epoch  12 Loss:  -17.16973251104355
Epoch  13 Loss:  -15.162059545516968
Epoch  14 Loss:  -15.820902585983276
Epoch  15 Loss:  -15.203759372234344
Epoch  16 Loss:  -16.098092675209045
Epoch  17 Loss:  -15.32408419251442
Epoch  18 Loss:  -16.231762945652008
Epoch  19 Loss:  -17.453615427017212
Training time: 26.23560333251953
val acc:  tensor(0.8000, device='cuda:0')
Parameter Setting:  10
Epoch  0 Loss:  11.433591306209564
Epoch  1 Loss:  11.452525407075882
Epoch  2 Loss:  10.338862031698227
Epoch  3 Loss:  10.457186162471771
Epoch  4 Loss:  10.24178171157837
Epoch  5 Loss:  9.316815912723541
Epoch  6 Loss:  10.747214764356613
Epoch  7 Loss:  10.461585104465485
Epoch  8 Loss:  9.394832730293274
Epoch  9 Loss:  9.851455509662628
Epoch  10 Loss:  8.78030076622963
Epoch  11 Loss:  9.099383682012558
Epoch  12 Loss:  8.462126404047012
Epoch  13 Loss:  8.966413140296936
Epoch  14 Loss:  9.611389756202698
Epoch  15 Loss:  10.369266510009766
Epoch  16 Loss:  10.304585367441177
Epoch  17 Loss:  10.242270201444626
Epoch  18 Loss:  8.731836587190628
Epoch  19 Loss:  8.948003768920898
Epoch  20 Loss:  8.558445870876312
Epoch  21 Loss:  10.291450470685959
Epoch  22 Loss:  9.826058477163315
Epoch  23 Loss:  9.873110264539719
Epoch  24 Loss:  10.070813834667206
Epoch  25 Loss:  8.314344257116318
Epoch  26 Loss:  8.496342152357101
Epoch  27 Loss:  8.787181854248047
Epoch  28 Loss:  7.844813495874405
Epoch  29 Loss:  8.978632688522339
Training time: 39.359201192855835
val acc:  tensor(0.9000, device='cuda:0')
Parameter Setting:  11
Epoch  0 Loss:  -15.005189538002014
Epoch  1 Loss:  -14.017176628112793
Epoch  2 Loss:  -14.178905012027826
Epoch  3 Loss:  -9.763589069247246
Epoch  4 Loss:  -11.976968258619308
Epoch  5 Loss:  -11.58068161457777
Epoch  6 Loss:  -13.153731048107147
Epoch  7 Loss:  -13.999565601348877
Epoch  8 Loss:  -13.092451751232147
Epoch  9 Loss:  -11.918415324235182
Epoch  10 Loss:  -10.400000214576721
Epoch  11 Loss:  -10.000000067055225
Epoch  12 Loss:  -10.400000125169754
Epoch  13 Loss:  -10.400000125169754
Epoch  14 Loss:  -10.400000125169754
Epoch  15 Loss:  -10.000000193715096
Epoch  16 Loss:  -9.600000143051147
Epoch  17 Loss:  -10.000000074505806
Epoch  18 Loss:  -10.000000059604645
Epoch  19 Loss:  -10.400000154972076
Epoch  20 Loss:  -10.000000178813934
Epoch  21 Loss:  -10.00000011920929
Epoch  22 Loss:  -9.60000003874304
Epoch  23 Loss:  -10.000000104308128
Epoch  24 Loss:  -10.00000013411045
Epoch  25 Loss:  -10.400000110268593
Epoch  26 Loss:  -10.000000074505806
Epoch  27 Loss:  -9.600000113248825
Epoch  28 Loss:  -10.400000110268593
Epoch  29 Loss:  -10.400000169873238
Training time: 39.31188106536865
val acc:  tensor(0.9500, device='cuda:0')
Parameter Setting:  12
Epoch  0 Loss:  10.31532022356987
Epoch  1 Loss:  7.797719240188599
Epoch  2 Loss:  7.086343288421631
Epoch  3 Loss:  6.766173332929611
Epoch  4 Loss:  6.63006591796875
Epoch  5 Loss:  6.453525066375732
Epoch  6 Loss:  6.397136241197586
Epoch  7 Loss:  6.96586811542511
Epoch  8 Loss:  7.2283715903759
Epoch  9 Loss:  7.37584987282753
Training time: 14.61765456199646
val acc:  tensor(0.9500, device='cuda:0')
Parameter Setting:  13
Epoch  0 Loss:  -12.378682613372803
Epoch  1 Loss:  -18.11237907409668
Epoch  2 Loss:  -18.488881796598434
Epoch  3 Loss:  -18.930964767932892
Epoch  4 Loss:  -19.35872620344162
Epoch  5 Loss:  -18.587330549955368
Epoch  6 Loss:  -18.688995599746704
Epoch  7 Loss:  -19.004074692726135
Epoch  8 Loss:  -18.86594060063362
Epoch  9 Loss:  -19.66306471824646
Training time: 13.508362531661987
val acc:  tensor(0.9500, device='cuda:0')
Parameter Setting:  14
Epoch  0 Loss:  9.959808498620987
Epoch  1 Loss:  7.651022493839264
Epoch  2 Loss:  7.631912976503372
Epoch  3 Loss:  7.092272788286209
Epoch  4 Loss:  6.919553726911545
Epoch  5 Loss:  6.5468116998672485
Epoch  6 Loss:  6.699026197195053
Epoch  7 Loss:  7.007842928171158
Epoch  8 Loss:  6.964880853891373
Epoch  9 Loss:  6.792598307132721
Epoch  10 Loss:  6.817870050668716
Epoch  11 Loss:  6.346928656101227
Epoch  12 Loss:  6.327292263507843
Epoch  13 Loss:  6.281378924846649
Epoch  14 Loss:  6.80345356464386
Epoch  15 Loss:  6.383114516735077
Epoch  16 Loss:  6.8880854845047
Epoch  17 Loss:  6.3900366723537445
Epoch  18 Loss:  6.366846352815628
Epoch  19 Loss:  6.544149726629257
Training time: 27.48608422279358
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  15
Epoch  0 Loss:  -13.426551163196564
Epoch  1 Loss:  -18.542054653167725
Epoch  2 Loss:  -19.15739756822586
Epoch  3 Loss:  -19.597860991954803
Epoch  4 Loss:  -19.708806931972504
Epoch  5 Loss:  -19.33680647611618
Epoch  6 Loss:  -19.8759446144104
Epoch  7 Loss:  -19.66541278362274
Epoch  8 Loss:  -19.245570480823517
Epoch  9 Loss:  -19.33279299736023
Epoch  10 Loss:  -19.457800209522247
Epoch  11 Loss:  -18.559950470924377
Epoch  12 Loss:  -18.932978630065918
Epoch  13 Loss:  -19.223367869853973
Epoch  14 Loss:  -19.634233593940735
Epoch  15 Loss:  -19.615415394306183
Epoch  16 Loss:  -19.882871389389038
Epoch  17 Loss:  -19.891893923282623
Epoch  18 Loss:  -19.860880494117737
Epoch  19 Loss:  -19.854395151138306
Training time: 26.593279123306274
val acc:  tensor(0.9500, device='cuda:0')
Parameter Setting:  16
Epoch  0 Loss:  11.55743733048439
Epoch  1 Loss:  7.782332539558411
Epoch  2 Loss:  7.09760457277298
Epoch  3 Loss:  6.973830372095108
Epoch  4 Loss:  6.8618466556072235
Epoch  5 Loss:  6.855262041091919
Epoch  6 Loss:  6.799936920404434
Epoch  7 Loss:  7.052679181098938
Epoch  8 Loss:  6.705401003360748
Epoch  9 Loss:  6.7987684309482574
Epoch  10 Loss:  6.583902299404144
Epoch  11 Loss:  6.958673149347305
Epoch  12 Loss:  7.246295183897018
Epoch  13 Loss:  6.71112447977066
Epoch  14 Loss:  6.466500073671341
Epoch  15 Loss:  7.0859376192092896
Epoch  16 Loss:  7.000816762447357
Epoch  17 Loss:  6.5563371777534485
Epoch  18 Loss:  6.861085474491119
Epoch  19 Loss:  6.808171033859253
Epoch  20 Loss:  6.382890105247498
Epoch  21 Loss:  7.421597450971603
Epoch  22 Loss:  6.526735752820969
Epoch  23 Loss:  6.602884739637375
Epoch  24 Loss:  6.820788234472275
Epoch  25 Loss:  6.340241700410843
Epoch  26 Loss:  6.272460550069809
Epoch  27 Loss:  6.77505087852478
Epoch  28 Loss:  6.443302929401398
Epoch  29 Loss:  7.02563089132309
Training time: 39.51919221878052
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  17
Epoch  0 Loss:  -14.426204264163971
Epoch  1 Loss:  -18.697444200515747
Epoch  2 Loss:  -19.074958443641663
Epoch  3 Loss:  -19.591856062412262
Epoch  4 Loss:  -19.072897851467133
Epoch  5 Loss:  -19.58998429775238
Epoch  6 Loss:  -19.450002670288086
Epoch  7 Loss:  -19.74677187204361
Epoch  8 Loss:  -19.617631196975708
Epoch  9 Loss:  -19.091126829385757
Epoch  10 Loss:  -19.62732470035553
Epoch  11 Loss:  -19.14728343486786
Epoch  12 Loss:  -19.34038245677948
Epoch  13 Loss:  -19.090508103370667
Epoch  14 Loss:  -19.332913160324097
Epoch  15 Loss:  -19.912990748882294
Epoch  16 Loss:  -19.89205402135849
Epoch  17 Loss:  -18.926749415695667
Epoch  18 Loss:  -19.995578289031982
Epoch  19 Loss:  -19.98202520608902
Epoch  20 Loss:  -18.810006521642208
Epoch  21 Loss:  -19.922044336795807
Epoch  22 Loss:  -19.97254467010498
Epoch  23 Loss:  -19.0727409273386
Epoch  24 Loss:  -18.52712619304657
Epoch  25 Loss:  -19.53383433818817
Epoch  26 Loss:  -19.27367925643921
Epoch  27 Loss:  -19.5373295545578
Epoch  28 Loss:  -19.23795837163925
Epoch  29 Loss:  -18.722550749778748
Training time: 40.108291149139404
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  18
Epoch  0 Loss:  13.520102798938751
Epoch  1 Loss:  12.53746873140335
Epoch  2 Loss:  11.637883961200714
Epoch  3 Loss:  10.770530790090561
Epoch  4 Loss:  9.989595532417297
Epoch  5 Loss:  9.137373149394989
Epoch  6 Loss:  8.680469244718552
Epoch  7 Loss:  8.33962795138359
Epoch  8 Loss:  7.595764398574829
Epoch  9 Loss:  7.831683039665222
Training time: 13.849184036254883
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  19
Epoch  0 Loss:  -10.103564113378525
Epoch  1 Loss:  -10.594411492347717
Epoch  2 Loss:  -11.1427241563797
Epoch  3 Loss:  -11.910383939743042
Epoch  4 Loss:  -13.015096187591553
Epoch  5 Loss:  -13.96569037437439
Epoch  6 Loss:  -15.34363067150116
Epoch  7 Loss:  -15.884270310401917
Epoch  8 Loss:  -16.741123378276825
Epoch  9 Loss:  -17.672786355018616
Training time: 13.598721027374268
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  20
Epoch  0 Loss:  13.482983410358429
